Bin	Sequences	Proportion	Patterns	Percent Full
expected_selfprime	206495.5	0.9409597542970672	7690	100.0%
snapback	3876.5	0.01766445509724222	2926	6.990842254611119%
truncated_selfprime	2170.0	0.009888267138144105	1959	1.2903225806451613%
other	1934.0	0.008812861126806773	1690	7.730093071354706%
expected	1741.0	0.00793339773617921	864	100.0%
truncated_right	651.0	0.0029664801414432313	595	0.6912442396313364%
extended	632.0	0.0028799008439203107	665	99.68354430379746%
itr_only	500.0	0.0022784025663926508	91	0.0%
snapback_selfprime	457.0	0.0020824599456828827	487	0.2188183807439825%
truncated_left	372.0	0.0016951315093961322	399	1.2096774193548387%
irregular_payload	346.0	0.0015766545759437144	358	26.011560693641616%
payload_only	141.0	0.0006425095237227275	142	0.0%
doubled_payload	107.0	0.0004875781492080273	112	0.0%
truncated_sp_IPP	16.5	7.518728469095748e-05	18	0.0%
truncated_sp_PPI	12.5	5.696006415981627e-05	14	8.0%
Totals	219452.0	0.9999999999999999	18010


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
expected_selfprime	206495.5	0.94096	7690	1.0
Subclassification	Sequence Count	Repeats	Proportion of expected_selfprime	Linearity	Contains Irregular ITRs	Contains Homopolymer	Contains a Full Payload	Tokenized	Tile Pattern
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[4-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-164](-)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[3-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[4-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[3-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1828](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-140](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-137](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-137](+)
expected_selfprime	2.5	1	1.2106801358867384e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-137](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-136](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[84-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[79-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[79-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[78-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[78-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[78-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[77-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[77-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[76-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[76-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[75-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[75-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[75-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[74-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[74-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[73-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[73-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[72-141](+) Payload[1-1831](+) ITR-FLIP[1-165](+) Payload[1-1831](-) ITR-FLIP[72-141](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[69-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[69-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[68-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[68-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[66-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[66-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[65-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[63-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[65-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-79](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[65-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[63-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[63-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[65-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[63-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[64-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[63-141](+) Payload[1-1831](+) ITR-FLIP[1-165](+) Payload[1-1831](-) ITR-FLIP[63-141](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[63-141](+) Payload[1-1831](+) ITR-FLIP[1-165](+) Payload[1-1831](-) ITR-FLIP[63-141](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[62-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[62-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[62-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[62-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[62-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[62-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[60-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[6-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[6-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[6-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[59-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[59-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[58-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[56-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[56-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[55-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[55-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[55-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[53-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[53-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-113](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[53-141](+) Payload[1-1831](+) ITR-FLIP[1-165](+) Payload[1-1831](-) ITR-FLIP[53-141](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[52-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[52-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[51-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-115](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[51-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-115](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[50-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[50-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[50-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[50-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-116](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[3-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-144](-) Payload[1-1831](-) ITR-FLIP[26-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[3-144](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-140](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-142](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-142](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[49-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[48-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-118](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[48-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[48-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[47-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-119](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[46-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[46-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[46-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[46-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[45-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[43-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[43-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[43-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-123](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[43-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-123](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[41-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[41-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[40-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[40-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-126](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[40-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[40-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[40-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[2-145](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-163](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-140](+)
expected_selfprime	2.0	1	9.685441087093907e-06	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-142](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-142](+)
