Bin	Sequences	Proportion	Patterns	Percent Full
expected	122202.5	0.9202965674092148	11377	100.0%
truncated	6046.5	0.04553567394152998	3133	0.5457702803274621%
snapback	3442.0	0.02592140737728375	3030	0.11621150493898895%
other	1091.0	0.008216227614356935	1190	46.4711274060495%
truncated_snapback	4.0	3.0123657614507553e-05	5	0.0%
Totals	132786.0	1.0	18735


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
expected	122202.5	0.9203	11377	1.0
Subclassification	Sequence Count	Repeats	Proportion of expected	Linearity	Contains Irregular ITRs	Contains Homopolymer	Contains a Full Payload	Tokenized	Tile Pattern
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-137](-) Payload[1-1872](-) ITR-FLIP[1-165](-) Payload[1-1872](+) ITR-FLIP[1-137](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-136](-) Payload[1-1872](+) ITR-FLIP[22-165](-)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-135](-) Payload[1-1872](-) ITR-FLIP[1-165](-) Payload[1-1872](+) ITR-FLIP[1-135](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-135](-) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-134](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-133](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-131](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-129](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-128](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-128](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-128](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-127](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-126](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-125](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-123](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-117](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-111](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-111](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-108](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](-) ITR-FLIP[23-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[4-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[24-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-165](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-163](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[4-1872](+) ITR-FLIP[1-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[4-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[24-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[4-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[22-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[22-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[5-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[2-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[1-165](+) Payload[2-1872](+) ITR-FLIP[1-145](+)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[1-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[25-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[25-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[4-145](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[5-1872](-) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[22-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[4-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](+) ITR-FLIP[22-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](+) ITR-FLIP[1-165](-) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	4.0	1	3.273255457130583e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](+) ITR-FLIP[1-165](+) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1872](-) ITR-FLIP[22-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1872](+) ITR-FLIP[22-165](-)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	4.0	0	3.273255457130583e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-141](+)
expected	4.0	0	3.273255457130583e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[2-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[4-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[29-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-137](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-162](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[4-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[22-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[22-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	1	2.8640985249892597e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[1-165](+) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	3.5	1	2.8640985249892597e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[1-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[5-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](-) ITR-FLIP[1-142](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[5-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[25-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-141](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[4-1872](+) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[4-1872](+) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](+) ITR-FLIP[1-142](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-142](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[24-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-142](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1872](+) ITR-FLIP[1-141](+)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.5	0	2.8640985249892597e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1872](-) ITR-FLIP[1-141](+)
expected	3.5	0	2.8640985249892597e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[65-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[62-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[60-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	True	False	True	I AND P AND I	ITR-FLIP[57-150](+) ITR-FLIP[1-165](+) Payload[1-1872](-) ITR-FLIP[57-165](-)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[55-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.0	1	2.4549415928479367e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[55-165](+) Payload[1-1872](-) ITR-FLIP[1-165](+) Payload[1-1872](+) ITR-FLIP[55-165](-)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[55-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.0	1	2.4549415928479367e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[53-165](+) Payload[1-1872](-) ITR-FLIP[1-165](-) Payload[1-1872](+) ITR-FLIP[53-165](-)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[53-165](+) Payload[1-1872](+) ITR-FLIP[22-165](-)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[52-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[52-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[51-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[50-165](+) Payload[1-1872](+) ITR-FLIP[22-165](-)
expected	3.0	1	2.4549415928479367e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-145](-) Payload[1-1872](-) ITR-FLIP[1-165](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[5-145](-) Payload[1-1872](+) ITR-FLIP[1-143](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[5-144](-) Payload[1-1872](+) ITR-FLIP[1-144](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[49-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[48-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[43-165](+) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[41-165](+) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.0	1	2.4549415928479367e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[4-145](-) Payload[1-1872](+) ITR-FLIP[1-165](-) Payload[1-1872](-) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[4-144](-) Payload[1-1872](+) ITR-FLIP[21-165](-)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[4-144](-) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[39-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.0	0	2.4549415928479367e-05	forward_linear	False	False	True	I AND P AND I	ITR-FLIP[38-165](+) Payload[1-1872](+) ITR-FLIP[1-145](+)
expected	3.0	0	2.4549415928479367e-05	reverse_linear	False	False	True	I AND P AND I	ITR-FLIP[37-165](+) Payload[1-1872](-) ITR-FLIP[21-165](-)
expected	3.0	1	2.4549415928479367e-05	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[37-165](+) Payload[1-1872](-) ITR-FLIP[1-165](-) Payload[1-1872](+) ITR-FLIP[1-129](+)
